Group Name,Rank,Species,Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
Fishes,504,"Poolfish, Pahrump (Empetrichthys latos) - Wherever found",E,"$90,375","$2,300","$92,675",$0,"$92,675"
Fishes,463,"Pupfish, Ash Meadows Amargosa (Cyprinodon nevadensis mionectes) - Wherever found",E,"$127,220","$1,500","$128,720",$0,"$128,720"
Fishes,740,"Pupfish, Comanche Springs (Cyprinodon elegans) - Wherever found",E,$0,"$13,000","$13,000","$21,559","$34,559"
Fishes,243,"Pupfish, desert (Cyprinodon macularius) - Wherever found",E,"$8,653","$397,400","$406,053","$48,918","$454,971"
Fishes,140,"Pupfish, Devils Hole (Cyprinodon diabolis) - Wherever found",E,"$482,345","$501,500","$983,845",$0,"$983,845"
Fishes,558,"Pupfish, Owens (Cyprinodon radiosus) - Wherever found",E,"$22,880","$48,000","$70,880",$0,"$70,880"
Fishes,647,"Pupfish, Warm Springs (Cyprinodon nevadensis pectoralis) - Wherever found",E,"$50,933",$0,"$50,933",$0,"$50,933"
Fishes,185,"Rockfish, canary (Sebastes pinniger) - Puget Sound - Georgia Basin DPS",T,$0,"$559,859","$559,859","$162,910","$722,769"
Fishes,176,"Rockfish, yelloweye (Sebastes ruberrimus) - Puget Sound - Georgia Basin DPS",T,$0,"$602,793","$602,793","$162,910","$765,703"
Fishes,26,"Salmon, Atlantic (Salmo salar) - Gulf of Maine DPS",E,"$3,065,541","$6,842,367","$9,907,908",$0,"$9,907,908"
Fishes,7,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Snake River fall-run ESU",T,"$376,500","$32,264,433","$32,640,933","$195,502","$32,836,435"
Fishes,1,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Snake River spring/summer-run ESU",T,"$273,000","$117,927,481","$118,200,481","$1,026,624","$119,227,105"
Fishes,18,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Sacramento River winter-run ESU",E,"$86,146","$13,920,299","$14,006,445",$0,"$14,006,445"
Fishes,14,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Puget Sound ESU",T,"$132,631","$8,996,940","$9,129,571","$5,428,723","$14,558,294"
Fishes,10,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Lower Columbia River ESU",T,"$715,062","$20,966,939","$21,682,001","$862,859","$22,544,860"
Fishes,4,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Upper Willamette River ESU",T,"$22,123","$48,745,659","$48,767,782","$267,583","$49,035,365"
Fishes,8,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Upper Columbia spring-run ESU",E,"$142,000","$31,390,212","$31,532,212","$263,029","$31,795,241"
Fishes,37,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Central Valley spring-run ESU",T,"$166,120","$7,360,796","$7,526,916",$0,"$7,526,916"
Fishes,59,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - California Coastal ESU",T,$0,"$4,017,394","$4,017,394",$0,"$4,017,394"
Fishes,32,"Salmon, chum (Oncorhynchus keta) - Columbia River ESU",T,"$3,473","$8,432,570","$8,436,043","$208,782","$8,644,825"
Fishes,48,"Salmon, chum (Oncorhynchus keta) - Hood Canal summer-run ESU",T,"$69,848","$4,599,648","$4,669,496","$212,667","$4,882,163"
Fishes,46,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Central California Coast ESU",E,"$22,028","$5,305,767","$5,327,795",$0,"$5,327,795"
Fishes,12,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Southern Oregon - Northern California Coast ESU",T,"$271,929","$17,959,142","$18,231,071","$24,000","$18,255,071"
Fishes,38,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Oregon Coast ESU",T,"$211,107","$5,867,756","$6,078,863","$1,275,000","$7,353,863"
Fishes,24,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Lower Columbia River ESU",T,"$105,488","$10,313,380","$10,418,868","$977,280","$11,396,148"
Fishes,11,"Salmon, sockeye (Oncorhynchus (=Salmo) nerka) - Snake River ESU",E,"$551,164","$19,646,847","$20,198,011","$1,284,828","$21,482,839"
Fishes,50,"Salmon, sockeye (Oncorhynchus (=Salmo) nerka) - Ozette Lake ESU",T,"$1,263","$4,616,628","$4,617,891","$72,232","$4,690,123"
Fishes,1387,"Sawfish, largetooth (Pristis pristis) - Wherever found",E,$0,"$1,853","$1,853",$0,"$1,853"
Fishes,146,"Sawfish, smalltooth (Pristis pectinata) - US DPS - Smalltooth sawfish originating from U.S. waters.",E,$0,"$877,947","$877,947","$89,298","$967,245"
Fishes,875,"Sculpin, Grotto (Cottus specus) - Wherever found",E,"$6,500","$4,000","$10,500","$10,000","$20,500"
Fishes,959,"Sculpin, pygmy (Cottus paulus (=pygmaeus)) - Wherever found",T,"$14,000",$0,"$14,000","$2,000","$16,000"
Fishes,1023,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Eastern Pacific DPS",E,$0,"$12,907","$12,907",$0,"$12,907"
Fishes,1054,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Central and Southwest Atlantic DPS",T,$0,"$12,078","$12,078",$0,"$12,078"
Fishes,1374,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Indo-West Pacific DPS",T,$0,"$2,355","$2,355",$0,"$2,355"
Fishes,342,"Shiner, Arkansas River (Notropis girardi) - Arkansas River Basin (AR, KS, NM, OK, TX)",T,"$110,598","$82,880","$193,478","$3,000","$196,478"
Fishes,1226,"Shiner, beautiful (Cyprinella formosa) - Wherever found",T,"$7,500",$100,"$7,600",$500,"$8,100"
Fishes,732,"Shiner, blue (Cyprinella caerulea) - Wherever found",T,"$5,000","$25,800","$30,800","$5,000","$35,800"
Fishes,1295,"Shiner, Cahaba (Notropis cahabae) - Wherever found",E,"$5,000","$1,386","$6,386",$0,"$6,386"
Fishes,490,"Shiner, Cape Fear (Notropis mekistocholas) - Wherever found",E,"$103,500",$0,"$103,500",$0,"$103,500"
Fishes,1140,"Shiner, palezone (Notropis albizonatus) - Wherever found",E,"$8,500","$1,504","$10,004",$0,"$10,004"
Fishes,209,"Shiner, Pecos bluntnose (Notropis simus pecosensis) - Wherever found",T,"$65,000","$507,000","$572,000",$0,"$572,000"
Fishes,843,"Shiner, sharpnose (Notropis oxyrhynchus) - Wherever found",E,"$23,000",$100,"$23,100",$0,"$23,100"
Fishes,844,"Shiner, smalleye (Notropis buccula) - Wherever found",E,"$23,000",$0,"$23,000",$0,"$23,000"
Fishes,139,"Shiner, Topeka (Notropis topeka (=tristis)) - Wherever found, except where listed as an experimental population",E,"$579,782","$388,491","$968,273","$15,900","$984,173"
Fishes,124,"Shiner, Topeka (Notropis topeka (=tristis)) - U.S.A. (MO-specified portions of Little Creek, Big Muddy Creek, and Spring Creek watersheds in Adair, Gentry, Harrison, Putnam, Sullivan, and Worth Counties; see 17.84(d)(1)(i))",EXPN,"$1,185,500","$17,600","$1,203,100",$0,"$1,203,100"
Fishes,1276,"Silverside, Waccamaw (Menidia extensa) - Wherever found",T,"$7,000",$0,"$7,000",$0,"$7,000"
Fishes,34,"Smelt, delta (Hypomesus transpacificus) - Wherever found",T,"$1,029,944","$7,322,932","$8,352,876",$0,"$8,352,876"
Fishes,175,Spikedace (Meda fulgida) - Wherever found,E,"$27,000","$571,790","$598,790","$170,562","$769,352"
Fishes,1238,"Spinedace, Big Spring (Lepidomeda mollispinis pratensis) - Wherever found",T,"$3,622","$4,300","$7,922",$0,"$7,922"
Fishes,502,"Spinedace, Little Colorado (Lepidomeda vittata) - Wherever found",T,"$5,500","$78,500","$84,000","$8,980","$92,980"
Fishes,519,"Spinedace, White River (Lepidomeda albivallis) - Wherever found",E,"$68,968","$15,300","$84,268",$0,"$84,268"
Fishes,741,"Springfish, Hiko White River (Crenichthys baileyi grandis) - Wherever found",E,"$23,138","$11,366","$34,504",$0,"$34,504"
Fishes,548,"Springfish, Railroad Valley (Crenichthys nevadae) - Wherever found",T,"$71,140","$2,800","$73,940",$0,"$73,940"
Fishes,759,"Springfish, White River (Crenichthys baileyi baileyi) - Wherever found",E,"$27,730","$4,800","$32,530",$0,"$32,530"
Fishes,17,Steelhead (Oncorhynchus (=Salmo) mykiss) - California Central Valley DPS,T,"$61,928","$14,100,714","$14,162,642",$0,"$14,162,642"
Fishes,2,Steelhead (Oncorhynchus (=Salmo) mykiss) - Snake River Basin DPS,T,"$92,000","$58,291,541","$58,383,541","$1,767,150","$60,150,691"
Fishes,41,Steelhead (Oncorhynchus (=Salmo) mykiss) - Central California Coast DPS,T,$0,"$6,270,991","$6,270,991",$0,"$6,270,991"
Fishes,16,Steelhead (Oncorhynchus (=Salmo) mykiss) - Lower Columbia River DPS,T,"$47,000","$12,898,097","$12,945,097","$1,228,560","$14,173,657"
Fishes,61,Steelhead (Oncorhynchus (=Salmo) mykiss) - South-Central California Coast DPS,T,$0,"$3,980,889","$3,980,889",$0,"$3,980,889"
Fishes,58,Steelhead (Oncorhynchus (=Salmo) mykiss) - Southern California DPS,E,$0,"$4,100,474","$4,100,474",$0,"$4,100,474"
Fishes,9,Steelhead (Oncorhynchus (=Salmo) mykiss) - Upper Columbia River DPS,T,"$217,500","$26,595,918","$26,813,418","$310,630","$27,124,048"
Fishes,19,Steelhead (Oncorhynchus (=Salmo) mykiss) - Upper Willamette River DPS,T,$0,"$13,093,034","$13,093,034","$268,995","$13,362,029"
Fishes,3,Steelhead (Oncorhynchus (=Salmo) mykiss) - Middle Columbia River DPS,T,"$398,185","$53,950,695","$54,348,880","$874,763","$55,223,643"
Fishes,55,Steelhead (Oncorhynchus (=Salmo) mykiss) - Northern California DPS,T,$0,"$4,226,406","$4,226,406",$0,"$4,226,406"
Fishes,27,Steelhead (Oncorhynchus (=Salmo) mykiss) - Puget Sound DPS,T,"$57,883","$8,255,588","$8,313,471","$1,301,804","$9,615,275"
Fishes,661,Steelhead (Oncorhynchus (=Salmo) mykiss) - Middle Columbia River DPS,EXPN,"$23,000","$3,850","$26,850","$21,694","$48,544"
Fishes,370,"Stickleback, unarmored threespine (Gasterosteus aculeatus williamsoni) - Wherever found",E,"$74,690","$95,684","$170,374",$0,"$170,374"
Fishes,961,"Sturgeon, Alabama (Scaphirhynchus suttkusi) - Wherever found",E,"$4,500",$199,"$4,699","$11,000","$15,699"
Fishes,127,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Gulf of Maine DPS",T,"$64,667","$1,120,223","$1,184,890",$0,"$1,184,890"
Fishes,164,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - New York Bight DPS",E,"$64,667","$688,830","$753,497","$50,500","$803,997"
Fishes,115,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Chesapeake Bay DPS",E,"$64,667","$1,315,229","$1,379,896",$0,"$1,379,896"
Fishes,150,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Carolina DPS",E,"$341,500","$537,530","$879,030",$0,"$879,030"
Fishes,183,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - South Atlantic DPS",E,$0,"$714,886","$714,886","$25,000","$739,886"
Fishes,734,"Sturgeon, Beluga (Huso huso) - Wherever found",T,"$35,403",$0,"$35,403",$0,"$35,403"
Fishes,70,"Sturgeon, green (Acipenser medirostris) - Southern DPS",T,"$4,500","$2,814,767","$2,819,267","$20,747","$2,840,014"
Fishes,78,"Sturgeon (Gulf subspecies), Atlantic (Acipenser oxyrinchus (=oxyrhynchus) desotoi) - Wherever found",T,"$499,000","$1,875,346","$2,374,346","$14,716","$2,389,062"
Fishes,5,"Sturgeon, pallid (Scaphirhynchus albus) - Wherever found",E,"$2,089,909","$32,033,233","$34,123,142","$78,000","$34,201,142"
Fishes,92,"Sturgeon, shortnose (Acipenser brevirostrum) - Wherever found",E,"$50,749","$1,784,252","$1,835,001","$146,000","$1,981,001"
Fishes,737,"Sturgeon, Shovelnose (Scaphirhynchus platorynchus) - Wherever found",SAT,"$1,500","$33,350","$34,850",$0,"$34,850"
Fishes,22,"Sturgeon, white (Acipenser transmontanus) - U.S.A. (ID, MT), Canada (B.C.), Kootenai R. system",E,"$499,868","$11,181,030","$11,680,898","$279,417","$11,960,315"
Fishes,138,"Sucker, June (Chasmistes liorus) - Wherever found",E,"$105,000","$301,600","$406,600","$585,000","$991,600"
Fishes,86,"Sucker, Lost River (Deltistes luxatus) - Wherever found",E,"$601,982","$1,406,400","$2,008,382","$35,000","$2,043,382"
Fishes,15,"Sucker, razorback (Xyrauchen texanus) - Wherever found",E,"$455,046","$13,481,966","$13,937,012","$617,257","$14,554,269"
Fishes,163,"Sucker, Santa Ana (Catostomus santaanae) - 3 CA river basins",T,"$155,815","$653,803","$809,618",$0,"$809,618"
Fishes,88,"Sucker, shortnose (Chasmistes brevirostris) - Wherever found",E,"$591,982","$1,408,400","$2,000,382","$35,000","$2,035,382"
Fishes,293,"Sucker, Warner (Catostomus warnerensis) - Wherever found",T,"$102,383","$120,340","$222,723","$61,000","$283,723"
Fishes,1135,"Sucker, Zuni bluehead (Catostomus discobolus yarrowi) - Wherever found",E,"$7,900",$500,"$8,400","$1,700","$10,100"
Fishes,1349,"Sunfish, spring pygmy (Elassoma alabamae) - Wherever found",T,"$4,000",$0,"$4,000",$0,"$4,000"
Fishes,166,"Topminnow, Gila (incl. Yaqui) (Poeciliopsis occidentalis) - Wherever found",E,"$32,500","$615,300","$647,800","$145,744","$793,544"
Fishes,576,"Trout, Apache (Oncorhynchus apache) - Wherever found T",T,"$8,000",$500,"$8,500","$56,900","$65,400"
Fishes,6,"Trout, bull (Salvelinus confluentus) - U.S.A., conterminous, lower 49 states",T,"$9,021,195","$23,318,508","$32,339,703","$1,295,760","$33,635,463"
Fishes,506,"Trout, bull (Salvelinus confluentus) - Clackamas River subbasin experimental population",EXPN,"$66,500",$0,"$66,500","$25,000","$91,500"
Fishes,385,"Trout, Gila (Oncorhynchus gilae) - Wherever found",T,"$55,000","$17,000","$72,000","$86,060","$158,060"
Fishes,215,"Trout, Greenback Cutthroat (Oncorhynchus clarkii stomias) - Wherever found",T,"$366,825","$76,805","$443,630","$97,649","$541,279"
Fishes,35,"Trout, Lahontan cutthroat (Oncorhynchus clarkii henshawi) - Wherever found",T,"$5,665,881","$2,164,363","$7,830,244","$84,000","$7,914,244"
Fishes,1403,"Trout, Little Kern golden (Oncorhynchus aguabonita whitei) - Wherever found",T,"$1,100",$0,"$1,100",$0,"$1,100"
Fishes,229,"Trout, Paiute cutthroat (Oncorhynchus clarkii seleniris) - Wherever found",T,"$481,264","$5,000","$486,264",$0,"$486,264"
Fishes,899,"Tui chub, Mohave (Gila bicolor ssp. mohavensis) - Wherever found",E,$660,"$18,680","$19,340",$0,"$19,340"
Fishes,181,"Woundfin (Plagopterus argentissimus) - Wherever found, except where listed as an experimental population",E,"$281,183","$30,900","$312,083","$437,842","$749,925"
Fishes subtotal,,,,"$36,913,547","$727,243,942","$764,157,489","$24,947,973","$789,105,462"
Clams,1183,"Acornshell, southern (Epioblasma othcaloogensis) - Wherever found",E,"$1,500","$7,742","$9,242",$0,"$9,242"
Clams,283,"Bankclimber, purple (mussel) (Elliptoideus sloatianus) - Wherever found",T,"$168,500","$132,521","$301,021","$5,000","$306,021"
Clams,699,"Bean, Choctaw (Villosa choctawensis) - Wherever found",E,"$5,000","$36,860","$41,860",$0,"$41,860"
Clams,616,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - Wherever found; Except where listed as Experimental Populations",E,"$34,000","$2,371","$36,371","$20,000","$56,371"
Clams,1370,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - AL; Free-Flowing reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,"$2,423","$2,423",$0,"$2,423"
Clams,588,"Bean, purple (Villosa perpurpurea) - Wherever found",E,"$61,000",$620,"$61,620",$0,"$61,620"
Clams,663,"Bean, rayed (Villosa fabalis) - Wherever found",E,"$25,815","$16,583","$42,398","$6,000","$48,398"
Clams,1381,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum) - Wherever found",E,"$1,700",$403,"$2,103",$0,"$2,103"
Clams,1266,"Blossom, tubercled (pearlymussel) (Epioblasma torulosa torulosa) - Wherever found; Except where listed as Experimental Populations",E,"$3,315","$4,014","$7,329",$0,"$7,329"
Clams,1372,"Blossom, turgid (pearlymussel) (Epioblasma turgidula) - Wherever found; Except where listed as Experimental Populations",E,"$2,000",$400,"$2,400",$0,"$2,400"
Clams,1420,"Blossom, turgid (pearlymussel) (Epioblasma turgidula) - AL; Free- Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,$404,$404,$0,$404
Clams,1425,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina) - Wherever found; Except where listed as Experimental Populations",E,$0,$202,$202,$0,$202
Clams,1406,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,"$1,000",$0,"$1,000",$0,"$1,000"
Clams,1350,"Catspaw, white (pearlymussel) (Epioblasma obliquata perobliqua) - Wherever found",E,"$1,500","$2,478","$3,978",$0,"$3,978"
Clams,496,Clubshell (Pleurobema clava) - Wherever found; Except where listed as Experimental Populations,E,"$37,970","$51,336","$89,306","$11,000","$100,306"
Clams,861,"Clubshell (Pleurobema clava) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,"$21,500",$404,"$21,904",$0,"$21,904"
Clams,1259,"Clubshell, black (Pleurobema curtum) - Wherever found",E,$0,"$7,425","$7,425",$0,"$7,425"
Clams,928,"Clubshell, ovate (Pleurobema perovatum) - Wherever found",E,"$4,500","$10,802","$15,302","$2,500","$17,802"
Clams,831,"Clubshell, southern (Pleurobema decisum) - Wherever found",E,"$6,000","$15,066","$21,066","$3,000","$24,066"
Clams,601,"Combshell, Cumberlandian (Epioblasma brevidens) - Wherever found; Except where listed as Experimental Populations",E,"$30,500","$8,390","$38,890","$20,000","$58,890"
Clams,1378,"Combshell, Cumberlandian (Epioblasma brevidens) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,"$2,222","$2,222",$0,"$2,222"
Clams,1317,"Combshell, Cumberlandian (Epioblasma brevidens) - U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))",EXPN,$0,$0,$0,"$5,700","$5,700"
Clams,713,"Combshell, southern (Epioblasma penita) - Wherever found",E,"$31,500","$7,125","$38,625","$1,000","$39,625"
Clams,1008,"Combshell, upland (Epioblasma metastriata) - Wherever found",E,"$9,500","$3,019","$12,519","$1,000","$13,519"
Clams,790,"Ebonyshell, round (Fusconaia rotulata) - Wherever found",E,"$6,500","$21,800","$28,300",$0,"$28,300"
Clams,305,"Elktoe, Appalachian (Alasmidonta raveneliana) - Wherever found",E,"$40,000","$217,462","$257,462",$0,"$257,462"
Clams,761,"Elktoe, Cumberland (Alasmidonta atropurpurea) - Wherever found",E,"$17,500","$2,780","$20,280","$12,000","$32,280"
Clams,481,Fanshell (Cyprogenia stegaria) - Wherever found,E,"$64,815","$42,585","$107,400","$5,800","$113,200"
Clams,1388,Fanshell (Cyprogenia stegaria) - U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1)),EXPN,$0,"$1,808","$1,808",$0,"$1,808"
Clams,998,"Fatmucket, Arkansas (Lampsilis powellii) - Wherever found",T,"$8,500","$2,545","$11,045","$2,900","$13,945"
Clams,240,"Heelsplitter, Carolina (Lasmigona decorata) - Wherever found",E,"$406,000","$53,489","$459,489",$0,"$459,489"
Clams,622,"Heelsplitter, Inflated (Potamilus inflatus) - Wherever found",T,"$31,500","$23,437","$54,937",$0,"$54,937"
Clams,191,Higgins eye (pearlymussel) (Lampsilis higginsii) - Wherever found,E,"$245,000","$446,011","$691,011","$5,000","$696,011"
Clams,733,"Kidneyshell, fluted (Ptychobranchus subtentum) - Wherever found",E,"$24,500","$5,307","$29,807","$5,700","$35,507"
Clams,678,"Kidneyshell, southern (Ptychobranchus jonesi) - Wherever found",E,"$8,500","$37,843","$46,343",$0,"$46,343"
Clams,649,"Kidneyshell, triangular (Ptychobranchus greenii) - Wherever found",E,"$44,000","$4,682","$48,682","$2,000","$50,682"
Clams,1242,"Lampmussel, Alabama (Lampsilis virescens) - Wherever found; Except where listed as Experimental Populations",E,"$7,500",$400,"$7,900",$0,"$7,900"
Clams,1317,"Lampmussel, Alabama (Lampsilis virescens) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,$0,$0,"$5,700","$5,700"
Clams,1331,"Lilliput, pale (pearlymussel) (Toxolasma cylindrellus) - Wherever found",E,"$4,500",$400,"$4,900",$0,"$4,900"
Clams,292,"Mapleleaf, winged (Quadrula fragosa) - Wherever found, except where listed as an experimental population",E,"$188,000","$100,507","$288,507",$0,"$288,507"
Clams,686,"Mapleleaf, winged (Quadrula fragosa) - U.S.A. (AL-specified portions of the Tennessee River; see 17.85(a)(1))",EXPN,"$44,000",$0,"$44,000",$0,"$44,000"
Clams,665,"Moccasinshell, Alabama (Medionidus acutissimus) - Wherever found",T,"$42,500","$2,382","$44,882","$3,000","$47,882"
Clams,687,"Moccasinshell, Coosa (Medionidus parvulus) - Wherever found",E,"$42,500",$0,"$42,500","$1,000","$43,500"
Clams,614,"Moccasinshell, Gulf (Medionidus penicillatus) - Wherever found",E,"$26,500","$27,400","$53,900","$2,500","$56,400"
Clams,744,"Moccasinshell, Ochlockonee (Medionidus simpsonianus) - Wherever found",E,"$11,500","$21,800","$33,300","$1,000","$34,300"
Clams,407,"Moccasinshell, Suwannee (Medionidus walkeri) - Wherever found",T,"$122,000","$21,700","$143,700","$5,000","$148,700"
Clams,915,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa) - Wherever found",E,"$18,000",$400,"$18,400",$0,"$18,400"
Clams,1419,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa) - USA (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))",EXPN,$0,$422,$422,$0,$422
Clams,452,"Monkeyface, Cumberland (pearlymussel) (Quadrula intermedia) - Wherever found; Except where listed as Experimental Populations",E,"$2,000","$131,322","$133,322",$0,"$133,322"
Clams,995,"Monkeyface, Cumberland (pearlymussel) (Quadrula intermedia) - U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))",EXPN,"$14,000",$0,"$14,000",$0,"$14,000"
Clams,300,"Mucket, Neosho (Lampsilis rafinesqueana) - Wherever found",E,"$120,928","$144,011","$264,939",$100,"$265,039"
Clams,967,"Mucket, orangenacre (Lampsilis perovalis) - Wherever found",T,"$5,000","$10,403","$15,403",$0,"$15,403"
Clams,207,"Mucket, pink (pearlymussel) (Lampsilis abrupta) - Wherever found",E,"$419,415","$132,979","$552,394","$32,900","$585,294"
Clams,736,"Mussel, oyster (Epioblasma capsaeformis) - Wherever found; Except where listed as Experimental Populations",E,"$32,500","$2,591","$35,091",$0,"$35,091"
Clams,1384,"Mussel, oyster (Epioblasma capsaeformis) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,"$2,020","$2,020",$0,"$2,020"
Clams,1317,"Mussel, oyster (Epioblasma capsaeformis) - U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))",EXPN,$0,$0,$0,"$5,700","$5,700"
Clams,534,"Mussel, scaleshell (Leptodea leptodon) - Wherever found",E,"$50,000","$27,158","$77,158","$1,000","$78,158"
Clams,336,"Mussel, sheepnose (Plethobasus cyphyus) - Wherever found",E,"$61,015","$134,459","$195,474","$6,800","$202,274"
Clams,430,"Mussel, snuffbox (Epioblasma triquetra) - Wherever found",E,"$79,937","$50,712","$130,649","$7,600","$138,249"
Clams,1164,"Pearlshell, Alabama (Margaritifera marrianae) - Wherever found",E,"$9,500",$0,"$9,500",$0,"$9,500"
Clams,287,"Pearlshell, Louisiana (Margaritifera hembeli) - Wherever found",T,"$279,000","$13,320","$292,320",$900,"$293,220"
Clams,990,"Pearlymussel, birdwing (Lemiox rimosus) - Wherever found; Except where listed as Experimental Populations",E,"$8,000",$620,"$8,620","$5,700","$14,320"
Clams,1425,"Pearlymussel, birdwing (Lemiox rimosus) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert, and Lauderdale Counties, AL",EXPN,$0,$202,$202,$0,$202
Clams,401,"Pearlymussel, cracking (Hemistena lata) - Wherever found; Except where listed as Experimental Populations",E,"$19,000","$131,120","$150,120",$0,"$150,120"
Clams,1420,"Pearlymussel, cracking (Hemistena lata) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,$404,$404,$0,$404
Clams,1426,"Pearlymussel, Curtis (Epioblasma florentina curtisii) - Wherever found",E,$200,$0,$200,$0,$200
Clams,909,"Pearlymussel, dromedary (Dromus dromas) - Wherever found; Except where listed as Experimental Populations",E,"$8,500","$2,591","$11,091","$7,700","$18,791"
Clams,1400,"Pearlymussel, dromedary (Dromus dromas) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,"$1,212","$1,212",$0,"$1,212"
Clams,814,"Pearlymussel, littlewing (Pegias fabula) - Wherever found",E,"$18,500","$2,275","$20,775","$5,000","$25,775"
Clams,396,"Pearlymussel, slabside (Pleuronaia dolabelloides) - Wherever found",E,"$13,500","$138,649","$152,149",$0,"$152,149"
Clams,1351,"Pigtoe, Cumberland (Pleurobema gibberum) - Wherever found",E,"$2,000","$1,814","$3,814",$0,"$3,814"
Clams,1339,"Pigtoe, dark (Pleurobema furvum) - Wherever found",E,"$4,500",$120,"$4,620",$0,"$4,620"
Clams,412,"Pigtoe, finerayed (Fusconaia cuneolus) - Wherever found; Except where listed as Experimental Populations",E,"$13,500","$131,120","$144,620",$0,"$144,620"
Clams,1405,"Pigtoe, finerayed (Fusconaia cuneolus) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,"$1,010","$1,010",$0,"$1,010"
Clams,625,"Pigtoe, fuzzy (Pleurobema strodeanum) - Wherever found",T,"$17,000","$37,059","$54,059",$0,"$54,059"
Clams,705,"Pigtoe, Georgia (Pleurobema hanleyianum) - Wherever found",E,"$37,500",$199,"$37,699","$3,000","$40,699"
Clams,1096,"Pigtoe, heavy (Pleurobema taitianum) - Wherever found",E,"$3,500","$7,324","$10,824",$0,"$10,824"
Clams,698,"Pigtoe, narrow (Fusconaia escambia) - Wherever found",T,"$20,000","$21,900","$41,900",$0,"$41,900"
Clams,552,"Pigtoe, oval (Pleurobema pyriforme) - Wherever found",E,"$18,000","$50,294","$68,294","$5,000","$73,294"
Clams,528,"Pigtoe, rough (Pleurobema plenum) - Wherever found",E,"$48,000","$29,147","$77,147","$2,800","$79,947"
Clams,1405,"Pigtoe, rough (Pleurobema plenum) - U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))",EXPN,$0,"$1,010","$1,010",$0,"$1,010"
Clams,1106,"Pigtoe, shiny (Fusconaia cor) - Wherever found; Except where listed as Experimental Populations",E,"$10,000",$620,"$10,620",$0,"$10,620"
Clams,1415,"Pigtoe, shiny (Fusconaia cor) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,$606,$606,$0,$606
