Group Name,Rank,Species ,Status,FWS Total,Other Fed,Federal Total,States Total,Species Total
Fishes,1270,"Chub, spotfin (Erimonax monachus) - U.S.A. (TN-specified portions of the French Broad and Holston Rivers; see 17.84(m)(1)(iii))",EXPN,$100,$0,$100,$0,$100
Fishes,308,"Chub, Virgin River (Gila seminuda (=robusta)) - Wherever found",E,"$24,072","$195,300","$219,372",$0,"$219,372"
Fishes,1098,"Chub, Yaqui (Gila purpurea) - Wherever found",E,"$7,200",$0,"$7,200",$0,"$7,200"
Fishes,226,Cui-ui (Chasmistes cujus) - Wherever found,E,"$383,229","$61,640","$444,869",$0,"$444,869"
Fishes,990,"Dace, Ash Meadows speckled (Rhinichthys osculus nevadensis) - Wherever found",E,"$10,582",$0,"$10,582",$0,"$10,582"
Fishes,388,"Dace, blackside (Phoxinus cumberlandensis) - Wherever found",T,"$123,000","$5,929","$128,929",$0,"$128,929"
Fishes,849,"Dace, Clover Valley speckled (Rhinichthys osculus oligoporus) - Wherever found",E,"$17,039",$0,"$17,039",$0,"$17,039"
Fishes,281,"Dace, desert (Eremichthys acros) - Wherever found",T,"$41,063","$229,750","$270,813",$0,"$270,813"
Fishes,545,"Dace, Foskett speckled (Rhinichthys osculus ssp.) - Wherever found",T,$0,"$15,000","$15,000","$43,000","$58,000"
Fishes,1223,"Dace, Independence Valley speckled (Rhinichthys osculus lethoporus) - Wherever found",E,"$2,402",$0,"$2,402",$0,"$2,402"
Fishes,508,"Dace, Kendall Warm Springs (Rhinichthys osculus thermalis) - Wherever found",E,"$66,500","$1,500","$68,000",$0,"$68,000"
Fishes,1156,"Dace, Laurel (Chrosomus saylori) - Wherever found",E,"$5,000",$250,"$5,250",$0,"$5,250"
Fishes,301,"Dace, Moapa (Moapa coriacea) - Wherever found",E,"$174,898","$56,000","$230,898",$0,"$230,898"
Fishes,1045,"Darter, amber (Percina antesella) - Wherever found",E,$0,"$3,732","$3,732","$5,000","$8,732"
Fishes,1260,"Darter, bayou (Etheostoma rubrum) - Wherever found",T,$0,$0,$0,$400,$400
Fishes,1138,"Darter, bluemask (Etheostoma akatulo) - Wherever found",E,"$4,000","$1,926","$5,926",$0,"$5,926"
Fishes,484,"Darter, boulder (Etheostoma wapiti) - Wherever found",E,"$18,500","$59,500","$78,000",$0,"$78,000"
Fishes,1153,"Darter, Cherokee (Etheostoma scotti) - Wherever found",T,$0,$330,$330,"$5,000","$5,330"
Fishes,666,"Darter, Cumberland (Etheostoma susanae) - Wherever found",E,"$31,000",$748,"$31,748","$1,000","$32,748"
Fishes,1143,"Darter, diamond (Crystallaria cincotta) - Wherever found",E,"$4,744","$1,030","$5,774",$0,"$5,774"
Fishes,310,"Darter, duskytail (Etheostoma percnurum) - Wherever found",E,"$34,500","$181,841","$216,341",$0,"$216,341"
Fishes,715,"Darter, Etowah (Etheostoma etowahae) - Wherever found",E,"$22,000",$330,"$22,330","$5,000","$27,330"
Fishes,983,"Darter, fountain (Etheostoma fonticola) - Wherever found",E,"$10,000",$840,"$10,840",$0,"$10,840"
Fishes,1063,"Darter, goldline (Percina aurolineata) -Wherever found",T,"$2,500",$772,"$3,272","$5,000","$8,272"
Fishes,778,"Darter, Kentucky arrow (Etheostoma spilotum) - Wherever found",T,"$17,500","$3,182","$20,682",$500,"$21,182"
Fishes,451,"Darter, leopard (Percina pantherina) - Wherever found",T,"$57,674",$0,"$57,674","$32,500","$90,174"
Fishes,1266,"Darter, Maryland (Etheostoma sellare) - Wherever found",E,$0,$240,$240,$0,$240
Fishes,331,"Darter, Niangua (Etheostoma nianguae) - Wherever found",T,"$145,000","$13,565","$158,565","$18,500","$177,065"
Fishes,272,"Darter, Okaloosa (Etheostoma okaloosae) - Wherever found",T,"$17,000","$270,000","$287,000",$0,"$287,000"
Fishes,1257,"Darter, Pearl (Percina aurora) - Wherever found",T,$0,$678,$678,$0,$678
Fishes,798,"Darter, relict (Etheostoma chienense) - Wherever found",E,"$19,500",$0,"$19,500",$500,"$20,000"
Fishes,1211,"Darter, rush (Etheostoma phytophilum) - Wherever found",E,"$2,500",$418,"$2,918",$0,"$2,918"
Fishes,1210,"Darter, slackwater (Etheostoma boschungi) - Wherever found",T,"$3,000",$0,"$3,000",$0,"$3,000"
Fishes,940,"Darter, snail (Percina tanasi) - Wherever found",T,"$8,500","$1,127","$9,627","$3,000","$12,627"
Fishes,1221,"Darter, vermilion (Etheostoma chermocki) - Wherever found",E,"$2,500",$0,"$2,500",$0,"$2,500"
Fishes,378,"Darter, watercress (Etheostoma nuchale) - Wherever found",E,"$134,500","$1,120","$135,620",$0,"$135,620"
Fishes,884,"Darter, yellowcheek (Etheostoma moorei) - Wherever found",E,"$14,500",$0,"$14,500",$800,"$15,300"
Fishes,66,Eulachon (Thaleichthys pacificus) - Southern DPS,T,$0,"$3,435,561","$3,435,561","$282,600","$3,718,161"
Fishes,1232,"Gambusia, Big Bend (Gambusia gaigei) - Wherever found",E,"$1,000","$1,000","$2,000",$0,"$2,000"
Fishes,1253,"Gambusia, Clear Creek (Gambusia heterochir) - Wherever found",E,"$1,000",$0,"$1,000",$0,"$1,000"
Fishes,886,"Gambusia, Pecos (Gambusia nobilis) - Wherever found",E,"$5,250","$10,000","$15,250",$0,"$15,250"
Fishes,1163,"Gambusia, San Marcos (Gambusia georgei) - Wherever found",E,"$5,000",$0,"$5,000",$0,"$5,000"
Fishes,161,"Goby, tidewater (Eucyclogobius newberryi) - Wherever found",E,"$455,214","$311,972","$767,186",$0,"$767,186"
Fishes,209,"Grouper, Nassau (Epinephelus striatus) -",T,$0,"$510,951","$510,951",$0,"$510,951"
Fishes,1154,"Logperch, Conasauga (Percina jenkinsi) - Wherever found",E,$300,$0,$300,"$5,000","$5,300"
Fishes,338,"Logperch, Roanoke (Percina rex) - Wherever found",E,"$142,000","$20,140","$162,140","$3,000","$165,140"
Fishes,1262,"Madtom, chucky (Noturus crypticus) - Wherever found",E,$300,$0,$300,$0,$300
Fishes,527,"Madtom, Neosho (Noturus placidus) - Wherever found",T,"$61,158","$1,440","$62,598",$0,"$62,598"
Fishes,685,"Madtom, pygmy (Noturus stanauli) - Wherever found",E,"$30,500",$311,"$30,811",$0,"$30,811"
Fishes,1251,"Madtom, Scioto (Noturus trautmani) - Wherever found",E,$0,"$1,030","$1,030",$0,"$1,030"
Fishes,1065,"Madtom, smoky (Noturus baileyi) - Wherever found",E,$300,"$7,947","$8,247",$0,"$8,247"
Fishes,1253,"Madtom, smoky (Noturus baileyi) - Tellico River, TN",EXPN,"$1,000",$0,"$1,000",$0,"$1,000"
Fishes,624,"Madtom, yellowfin (Noturus flavipinnis) - Wherever found, except where listed as an experimental population",T,"$32,000","$8,157","$40,157",$0,"$40,157"
Fishes,1210,"Madtom, yellowfin (Noturus flavipinnis) - U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.84(e)(1)(iii))",EXPN,"$3,000",$0,"$3,000",$0,"$3,000"
Fishes,842,"Minnow, Devils River (Dionda diaboli) - Wherever found",T,"$2,500",$100,"$2,600","$14,705","$17,305"
Fishes,172,"Minnow, loach (Tiaroga cobitis) - Wherever found",E,"$48,000","$625,507","$673,507",$0,"$673,507"
Fishes,44,"Minnow, Rio Grande Silvery (Hybognathus amarus) - Wherever found, except where listed as an experimental population",E,"$97,790","$6,731,846","$6,829,636",$0,"$6,829,636"
Fishes,1262,"Minnow, Rio Grande Silvery (Hybognathus amarus) - Rio Grande, from Little Box Canyon to Amistad Dam",EXPN,$0,$300,$300,$0,$300
Fishes,59,"Pikeminnow (=squawfish), Colorado (Ptychocheilus lucius) - Wherever found, except where listed as an experimental population",E,"$108,600","$3,925,294","$4,033,894","$83,248","$4,117,142"
Fishes,980,"Pikeminnow (=squawfish), Colorado (Ptychocheilus lucius) - Salt and Verde R. drainages, AZ",EXPN,"$11,000",$0,"$11,000",$0,"$11,000"
Fishes,427,"Poolfish, Pahrump (Empetrichthys latos) - Wherever found",E,"$94,894","$5,000","$99,894",$0,"$99,894"
Fishes,381,"Pupfish, Ash Meadows Amargosa (Cyprinodon nevadensis mionectes) - Wherever found",E,"$133,581",$0,"$133,581",$0,"$133,581"
Fishes,1088,"Pupfish, Comanche Springs (Cyprinodon elegans) - Wherever found",E,"$2,500","$5,000","$7,500",$0,"$7,500"
Fishes,437,"Pupfish, desert (Cyprinodon macularius) - Wherever found",E,"$23,000","$74,055","$97,055",$0,"$97,055"
Fishes,149,"Pupfish, Devils Hole (Cyprinodon diabolis) - Wherever found",E,"$506,463","$400,000","$906,463",$0,"$906,463"
Fishes,1221,"Pupfish, Leon Springs (Cyprinodon bovinus) - Wherever found",E,"$2,500",$0,"$2,500",$0,"$2,500"
Fishes,501,"Pupfish, Owens (Cyprinodon radiosus) - Wherever found",E,"$24,024","$46,000","$70,024",$0,"$70,024"
Fishes,558,"Pupfish, Warm Springs (Cyprinodon nevadensis pectoralis) - Wherever found",E,"$53,479",$0,"$53,479",$0,"$53,479"
Fishes,267,"Rockfish, canary (Sebastes pinniger) - Puget Sound - Georgia Basin DPS",T,$0,"$5,330","$5,330","$303,200","$308,530"
Fishes,127,"Rockfish, yelloweye (Sebastes ruberrimus) - Puget Sound - Georgia Basin DPS",T,$0,"$727,751","$727,751","$303,200","$1,030,951"
Fishes,37,"Salmon, Atlantic (Salmo salar) - Gulf of Maine DPS",E,"$2,434,963","$6,209,208","$8,644,171",$0,"$8,644,171"
Fishes,8,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Snake River fall-run ESU",T,"$391,488","$35,468,592","$35,860,080","$408,900","$36,268,980"
Fishes,4,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Snake River spring/summer-run ESU",T,"$302,988","$55,493,134","$55,796,122","$1,175,000","$56,971,122"
Fishes,13,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Sacramento River winter-run ESU",E,"$102,441","$21,878,718","$21,981,159",$0,"$21,981,159"
Fishes,1,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Puget Sound ESU",T,"$213,546","$10,543,952","$10,757,498","$63,067,800","$73,825,298"
Fishes,10,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Lower Columbia River ESU",T,"$754,988","$19,752,046","$20,507,034","$9,555,200","$30,062,234"
Fishes,20,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Upper Willamette River ESU",T,"$80,988","$14,702,592","$14,783,580","$407,000","$15,190,580"
Fishes,6,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Upper Columbia spring-run ESU",E,"$157,909","$36,685,972","$36,843,881","$5,163,800","$42,007,681"
Fishes,17,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Central Valley spring-run ESU",T,"$264,200","$18,172,587","$18,436,787",$0,"$18,436,787"
Fishes,64,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - California Coastal ESU",T,$0,"$3,760,184","$3,760,184",$0,"$3,760,184"
Fishes,1015,"Salmon, Chinook (Oncorhynchus (=Salmo) tshawytscha) - Central Valley spring-run ESU",EXPN,$0,"$9,700","$9,700",$0,"$9,700"
Fishes,25,"Salmon, chum (Oncorhynchus keta) - Columbia River ESU",T,$800,"$12,015,363","$12,016,163","$706,000","$12,722,163"
Fishes,40,"Salmon, chum (Oncorhynchus keta) - Hood Canal summer-run ESU",T,"$27,507","$4,593,564","$4,621,071","$2,996,400","$7,617,471"
Fishes,29,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Central California Coast ESU",E,"$5,123","$10,750,215","$10,755,338",$0,"$10,755,338"
Fishes,21,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Southern Oregon - Northern California Coast ESU",T,"$319,725","$13,359,410","$13,679,135","$110,000","$13,789,135"
Fishes,34,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Oregon Coast ESU",T,"$268,728","$6,967,459","$7,236,187","$1,912,000","$9,148,187"
Fishes,18,"Salmon, coho (Oncorhynchus (=Salmo) kisutch) - Lower Columbia River ESU",T,"$181,628","$14,454,702","$14,636,330","$3,268,600","$17,904,930"
Fishes,11,"Salmon, sockeye (Oncorhynchus (=Salmo) nerka) - Snake River ESU",E,"$578,722","$24,052,804","$24,631,526","$223,300","$24,854,826"
Fishes,54,"Salmon, sockeye (Oncorhynchus (=Salmo) nerka) - Ozette Lake ESU",T,$0,"$4,669,228","$4,669,228","$230,300","$4,899,528"
Fishes,1256,"Sawfish, largetooth (Pristis pristis) - Wherever found",E,$0,$700,$700,$0,$700
Fishes,157,"Sawfish, smalltooth (Pristis pectinata) - US DPS - Smalltooth sawfish originating from U.S. waters",E,$0,"$793,678","$793,678",$0,"$793,678"
Fishes,502,"Sculpin, Grotto (Cottus specus) - Wherever found",E,"$27,900","$5,000","$32,900","$37,000","$69,900"
Fishes,1190,"Sculpin, pygmy (Cottus paulus (=pygmaeus)) - Wherever found",T,"$3,500",$0,"$3,500",$0,"$3,500"
Fishes,808,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Wherever found",RT,$0,$0,$0,"$19,500","$19,500"
Fishes,1006,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Eastern Pacific DPS",E,$0,"$9,902","$9,902",$0,"$9,902"
Fishes,1242,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Central and Southwest Atlantic DPS",T,$0,"$1,407","$1,407",$0,"$1,407"
Fishes,1206,"Shark, Scalloped Hammerhead (Sphyrna lewini) - Indo-West Pacific DPS",T,$0,"$3,127","$3,127",$0,"$3,127"
Fishes,317,"Shiner, Arkansas River (Notropis girardi) - Arkansas River Basin (AR, KS, NM, OK, TX)",T,"$140,986","$61,920","$202,906",$0,"$202,906"
Fishes,980,"Shiner, beautiful (Cyprinella formosa) - Wherever found",T,"$11,000",$0,"$11,000",$0,"$11,000"
Fishes,1101,"Shiner, blue (Cyprinella caerulea) - Wherever found",T,"$2,000",$0,"$2,000","$5,000","$7,000"
Fishes,1200,"Shiner, Cahaba (Notropis cahabae) - Wherever found",E,"$2,500",$805,"$3,305",$0,"$3,305"
Fishes,755,"Shiner, Cape Fear (Notropis mekistocholas) - Wherever found",E,"$16,000","$3,640","$19,640","$3,800","$23,440"
Fishes,1151,"Shiner, palezone (Notropis albizonatus) - Wherever found",E,"$5,500",$0,"$5,500",$0,"$5,500"
Fishes,89,"Shiner, Pecos bluntnose (Notropis simus pecosensis) - Wherever found",T,"$10,000","$2,010,750","$2,020,750",$0,"$2,020,750"
Fishes,628,"Shiner, sharpnose (Notropis oxyrhynchus) - Wherever found",E,"$25,500",$0,"$25,500","$14,165","$39,665"
Fishes,628,"Shiner, smalleye (Notropis buccula) - Wherever found",E,"$25,500",$0,"$25,500","$14,165","$39,665"
Fishes,139,"Shiner, Topeka (Notropis topeka (=tristis)) - Wherever found, except where listed as an experimental population",E,"$827,700","$116,432","$944,132","$10,300","$954,432"
Fishes,1122,"Silverside, Waccamaw (Menidia extensa) - Wherever found",T,"$3,000",$0,"$3,000","$3,400","$6,400"
Fishes,14,"Smelt, delta (Hypomesus transpacificus) - Wherever found",T,"$1,081,441","$19,724,428","$20,805,869",$0,"$20,805,869"
Fishes,173,Spikedace (Meda fulgida) - Wherever found,E,"$46,000","$625,507","$671,507",$0,"$671,507"
Fishes,1001,"Spinedace, Big Spring (Lepidomeda mollispinis pratensis) - Wherever found",T,"$3,803","$6,300","$10,103",$0,"$10,103"
Fishes,612,"Spinedace, Little Colorado (Lepidomeda vittata) - Wherever found",T,"$13,500","$28,575","$42,075",$0,"$42,075"
Fishes,491,"Spinedace, White River (Lepidomeda albivallis) - Wherever found",E,"$72,416","$1,500","$73,916",$0,"$73,916"
Fishes,585,"Springfish, Hiko White River (Crenichthys baileyi grandis) - Wherever found",E,"$24,295","$22,886","$47,181",$0,"$47,181"
Fishes,463,"Springfish, Railroad Valley (Crenichthys nevadae) - Wherever found",T,"$74,697","$11,500","$86,197",$0,"$86,197"
Fishes,601,"Springfish, White River (Crenichthys baileyi baileyi) - Wherever found",E,"$29,116","$15,000","$44,116",$0,"$44,116"
Fishes,16,Steelhead (Oncorhynchus (=Salmo) mykiss) - California Central Valley DPS,T,"$65,024","$18,899,463","$18,964,487",$0,"$18,964,487"
Fishes,3,Steelhead (Oncorhynchus (=Salmo) mykiss) - Snake River Basin DPS,T,"$20,903","$57,148,406","$57,169,309","$1,056,000","$58,225,309"
Fishes,47,Steelhead (Oncorhynchus (=Salmo) mykiss) - Central California Coast DPS,T,$0,"$5,835,104","$5,835,104",$0,"$5,835,104"
Fishes,15,Steelhead (Oncorhynchus (=Salmo) mykiss) - Lower Columbia River DPS,T,"$182,360","$16,154,762","$16,337,122","$2,704,400","$19,041,522"
Fishes,68,Steelhead (Oncorhynchus (=Salmo) mykiss) - South-Central California Coast DPS,T,$0,"$3,653,700","$3,653,700",$0,"$3,653,700"
Fishes,52,Steelhead (Oncorhynchus (=Salmo) mykiss) - Southern California DPS,E,$0,"$5,396,190","$5,396,190",$0,"$5,396,190"
Fishes,9,Steelhead (Oncorhynchus (=Salmo) mykiss) - Upper Columbia River DPS,T,"$139,229","$29,601,351","$29,740,580","$2,741,600","$32,482,180"
Fishes,27,Steelhead (Oncorhynchus (=Salmo) mykiss) - Upper Willamette River DPS,T,"$78,700","$11,984,400","$12,063,100","$421,000","$12,484,100"
Fishes,2,Steelhead (Oncorhynchus (=Salmo) mykiss) - Middle Columbia River DPS,T,"$115,300","$59,631,969","$59,747,269","$1,865,400","$61,612,669"
Fishes,39,Steelhead (Oncorhynchus (=Salmo) mykiss) - Northern California DPS,T,$0,"$7,689,200","$7,689,200",$0,"$7,689,200"
Fishes,22,Steelhead (Oncorhynchus (=Salmo) mykiss) - Puget Sound DPS,T,"$66,001","$10,679,817","$10,745,818","$2,549,000","$13,294,818"
Fishes,395,Steelhead (Oncorhynchus (=Salmo) mykiss) - Middle Columbia River DPS,EXPN,"$95,000","$4,550","$99,550","$26,200","$125,750"
Fishes,460,"Stickleback, unarmored threespine (Gasterosteus aculeatus williamsoni) - Wherever found",E,"$78,425","$8,500","$86,925",$0,"$86,925"
Fishes,639,"Sturgeon, Alabama (Scaphirhynchus suttkusi) - Wherever found",E,"$12,000","$26,022","$38,022",$0,"$38,022"
Fishes,122,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Gulf of Maine DPS",T,$0,"$1,072,614","$1,072,614",$0,"$1,072,614"
Fishes,136,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - New York Bight DPS",E,$0,"$960,133","$960,133","$29,000","$989,133"
Fishes,167,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Chesapeake Bay DPS",E,"$110,000","$601,497","$711,497",$0,"$711,497"
Fishes,213,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - Carolina DPS",E,$0,"$500,494","$500,494",$0,"$500,494"
Fishes,192,"Sturgeon, Atlantic (Acipenser oxyrinchus oxyrinchus) - South Atlantic DPS",E,$0,"$501,030","$501,030","$75,000","$576,030"
Fishes,28,"Sturgeon, green (Acipenser medirostris) - Southern DPS",T,"$2,100","$10,831,222","$10,833,322","$29,600","$10,862,922"
Fishes,55,"Sturgeon, Gulf (Acipenser oxyrinchus (=oxyrhynchus) desotoi) - Wherever found",T,"$279,500","$4,527,886","$4,807,386","$20,000","$4,827,386"
Fishes,12,"Sturgeon, pallid (Scaphirhynchus albus) - Wherever found",E,"$1,416,200","$20,679,532","$22,095,732","$69,900","$22,165,632"
Fishes,100,"Sturgeon, shortnose (Acipenser brevirostrum) - Wherever found",E,"$7,500","$1,373,084","$1,380,584","$137,500","$1,518,084"
Fishes,552,"Sturgeon, Shovelnose (Scaphirhynchus platorynchus) - Wherever found",SAT,$529,"$31,635","$32,164","$23,700","$55,864"
Fishes,24,"Sturgeon, white (Acipenser transmontanus) - U.S.A. (ID, MT), Canada (B.C.), Kootenai R. system",E,"$278,112","$12,369,651","$12,647,763","$341,730","$12,989,493"
Fishes,518,"Sucker, June (Chasmistes liorus) - Wherever found",E,"$14,000","$50,000","$64,000",$0,"$64,000"
Fishes,81,"Sucker, Lost River (Deltistes luxatus) - Wherever found",E,"$620,776","$1,788,900","$2,409,676","$16,000","$2,425,676"
Fishes,23,"Sucker, razorback (Xyrauchen texanus) - Wherever found",E,"$480,118","$12,311,856","$12,791,974","$217,932","$13,009,906"
Fishes,302,"Sucker, Santa Ana (Catostomus santaanae) - 3 CA river basins",T,"$163,606","$66,155","$229,761",$0,"$229,761"
Fishes,79,"Sucker, shortnose (Chasmistes brevirostris) - Wherever found",E,"$615,679","$1,900,900","$2,516,579","$16,000","$2,532,579"
Fishes,223,"Sucker, Warner (Catostomus warnerensis) - Wherever found",T,"$222,500","$156,780","$379,280","$82,000","$461,280"
Fishes,649,"Sucker, Zuni bluehead (Catostomus discobolus yarrowi) - Wherever found",E,"$2,500","$33,500","$36,000",$0,"$36,000"
Fishes,1258,"Sunfish, spring pygmy (Elassoma alabamae) - Wherever found",T,$500,$0,$500,$0,$500
Fishes,171,"Topminnow, Gila (incl. Yaqui) (Poeciliopsis occidentalis) - Wherever found",E,"$56,000","$623,580","$679,580",$0,"$679,580"
Fishes,592,Totoaba (seatrout or weakfish) (Cynoscion macdonaldi) - Wherever found,E,"$46,200",$0,"$46,200",$0,"$46,200"
Fishes,583,"Trout, Apache (Oncorhynchus apache) - Wherever found",T,"$21,500","$26,000","$47,500",$0,"$47,500"
Fishes,7,"Trout, bull (Salvelinus confluentus) - U.S.A., conterminous, lower 48 states",T,"$7,335,866","$29,273,292","$36,609,158","$3,655,500","$40,264,658"
Fishes,126,"Trout, bull (Salvelinus confluentus) - Clackamas River subbasin experimental population",EXPN,"$606,500",$0,"$606,500","$447,600","$1,054,100"
Fishes,322,"Trout, Gila (Oncorhynchus gilae) - Wherever found",T,"$99,000","$93,957","$192,957",$0,"$192,957"
Fishes,115,"Trout, Greenback Cutthroat (Oncorhynchus clarkii stomias) - Wherever found",T,"$441,500","$653,238","$1,094,738","$99,302","$1,194,040"
Fishes,35,"Trout, Lahontan cutthroat (Oncorhynchus clarkii henshawi) - Wherever found",T,"$5,946,849","$2,855,658","$8,802,507",$0,"$8,802,507"
Fishes,631,"Trout, Little Kern golden (Oncorhynchus aguabonita whitei) - Wherever found",T,"$1,210","$37,813","$39,023",$0,"$39,023"
Fishes,206,"Trout, Paiute cutthroat (Oncorhynchus clarkii seleniris) - Wherever found",T,"$505,327","$12,000","$517,327",$0,"$517,327"
Fishes,493,"Tui chub, Mohave (Gila bicolor ssp. mohavensis) - Wherever found",E,$726,"$72,063","$72,789",$0,"$72,789"
Fishes,287,"Woundfin (Plagopterus argentissimus) - Wherever found, except where listed as an experimental population",E,"$65,317","$195,300","$260,617",$0,"$260,617"
Fishes subtotal,,,,"$32,952,611","$702,913,787","$735,866,398","$107,649,427","$843,515,825"
Clams,1231,"Acornshell, southern (Epioblasma othcaloogensis) - Wherever found",E,"$1,500",$542,"$2,042",$0,"$2,042"
Clams,285,"Bankclimber, purple (mussel) (Elliptoideus sloatianus) - Wherever found",T,"$162,000","$95,240","$257,240","$5,000","$262,240"
Clams,629,"Bean, Choctaw (Villosa choctawensis) - Wherever found",E,"$4,000","$35,499","$39,499",$0,"$39,499"
Clams,555,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - Wherever found; Except where listed as Experimental Populations",E,"$32,500","$1,443","$33,943","$20,000","$53,943"
Clams,1222,"Bean, Cumberland (pearlymussel) (Villosa trabalis) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,"$2,409","$2,409",$0,"$2,409"
Clams,1091,"Bean, purple (Villosa perpurpurea) - Wherever found",E,"$3,600","$3,816","$7,416",$0,"$7,416"
Clams,539,"Bean, rayed (Villosa fabalis) - Wherever found",E,"$23,300","$29,888","$53,188","$6,166","$59,354"
Clams,1258,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum) - Wherever found",E,$400,$100,$500,$0,$500
Clams,1205,"Blossom, tubercled (pearlymussel) (Epioblasma torulosa torulosa) - Wherever found; Except where listed as Experimental Populations",E,"$1,500","$1,631","$3,131",$0,"$3,131"
Clams,1256,"Blossom, turgid (pearlymussel) (Epioblasma turgidula) - Wherever found; Except where listed as Experimental Populations",E,$700,$0,$700,$0,$700
Clams,1265,"Blossom, turgid (pearlymussel) (Epioblasma turgidula) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,$250,$250,$0,$250
Clams,1086,"Catspaw, white (pearlymussel) (Epioblasma obliquata perobliqua) - Wherever found",E,$500,$846,"$1,346","$6,166","$7,512"
Clams,404,Clubshell (Pleurobema clava) - Wherever found; Except where listed as Experimental Populations,E,"$44,340","$30,683","$75,023","$45,391","$120,414"
Clams,747,"Clubshell (Pleurobema clava) - AL; Free- Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,"$24,500",$0,"$24,500",$0,"$24,500"
Clams,1258,"Clubshell, black (Pleurobema curtum) - Wherever found",E,$0,$100,$100,$400,$500
Clams,1048,"Clubshell, ovate (Pleurobema perovatum) - Wherever found",E,"$3,000","$2,711","$5,711","$2,900","$8,611"
Clams,905,"Clubshell, southern (Pleurobema decisum) - Wherever found",E,"$2,500","$8,165","$10,665","$3,400","$14,065"
Clams,550,"Combshell, Cumberlandian (Epioblasma brevidens) - Wherever found; Except where listed as Experimental Populations",E,"$34,500","$1,417","$35,917","$20,000","$55,917"
Clams,1252,"Combshell, Cumberlandian (Epioblasma brevidens) - AL; Free-Flowing Reach of the brevidens) - AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL",EXPN,$0,"$1,002","$1,002",$0,"$1,002"
Clams,1239,"Combshell, southern (Epioblasma penita) - Wherever found",E,$0,$100,$100,"$1,400","$1,500"
Clams,1174,"Combshell, upland (Epioblasma metastriata) - Wherever found",E,"$1,500","$1,896","$3,396","$1,000","$4,396"
Clams,775,"Ebonyshell, round (Fusconaia rotulata) - Wherever found",E,$700,"$20,648","$21,348",$0,"$21,348"
Clams,279,"Elktoe, Appalachian (Alasmidonta raveneliana) - Wherever found",E,"$69,500","$196,814","$266,314","$9,900","$276,214"
Clams,786,"Elktoe, Cumberland (Alasmidonta atropurpurea) - Wherever found",E,"$13,000","$2,618","$15,618","$5,000","$20,618"
Clams,382,Fanshell (Cyprogenia stegaria) - Wherever found,E,"$60,900","$62,274","$123,174","$10,166","$133,340"
Clams,1193,Fanshell (Cyprogenia stegaria) - U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1)),EXPN,$0,"$3,379","$3,379",$0,"$3,379"
Clams,883,"Fatmucket, Arkansas (Lampsilis powellii) - Wherever found",T,"$8,000","$3,312","$11,312","$4,000","$15,312"
Clams,258,"Heelsplitter, Carolina (Lasmigona decorata) - Wherever found",E,"$258,000","$6,280","$264,280","$67,600","$331,880"
Clams,607,"Heelsplitter, Inflated (Potamilus inflatus) - Wherever found",T,"$36,500","$5,934","$42,434",$400,"$42,834"
Clams,140,Higgins eye (pearlymussel) (Lampsilis higginsii) - Wherever found,E,"$290,200","$645,500","$935,700","$15,800","$951,500"
Clams,713,"Hornshell, Texas (Popenaias popeii) - Wherever found",E,"$4,500","$23,100","$27,600",$0,"$27,600"
Clams,487,"Kidneyshell, fluted (Ptychobranchus subtentus) - Wherever found",E,"$15,000","$61,953","$76,953",$0,"$76,953"
Clams,624,"Kidneyshell, southern (Ptychobranchus jonesi) - Wherever found",E,"$5,000","$35,157","$40,157",$0,"$40,157"
